"p_boot","md","p_sign","p_or","poz","M","med_dl","cv0_ort","cv0_min","isaret","boot_g","sign_g","or_g","rho_m","sd_het"
0.585802601032721,-0.00984211888427804,0.65625,0.34375,3,6,-0.00349793347322591,4.08614191014935,0.678472199043485,"100011",FALSE,FALSE,FALSE,0,0.18
0.602876779455562,-0.00330215599380579,0.65625,0.65625,3,6,-0.000439860151173255,40.0028030038295,16.7884860922275,"001011",FALSE,FALSE,FALSE,0,0.18
0.397971905457389,0.00214626785865916,0.65625,0.34375,3,6,-0.000930387957433165,220.804484212967,117.429756174429,"010011",FALSE,FALSE,FALSE,0,0.18
0.92283975803849,-0.0255831019362339,0.984375,0.890625,1,6,-0.0260483793028798,17.4450607582743,7.28155280636576,"000100",FALSE,FALSE,FALSE,0,0.18
0.198553182025353,0.0106235930299285,0.890625,0.890625,2,6,-0.00315686632833945,12.9777303877308,5.58939157935028,"100010",FALSE,FALSE,FALSE,0,0.18
0.98645207051362,-0.0130512516470272,0.890625,0.65625,2,6,-0.00833082836673515,45.5320910708863,19.3887009987654,"000110",FALSE,FALSE,FALSE,0,0.18
0.63306665423183,-0.00824816319579533,0.65625,0.65625,3,6,0.000543919877349364,8.41221484497009,2.70646093706308,"001101",FALSE,FALSE,FALSE,0,0.18
0.260443702220463,0.00387223698108271,0.890625,0.890625,2,6,-0.00079467683220269,117.697250537535,30.926936555529,"001001",FALSE,FALSE,FALSE,0,0.18
0.142479483668083,0.0191132431948822,0.65625,0.65625,3,6,-0.000683728769372838,29.5761585706927,4.17322295864326,"100110",FALSE,FALSE,FALSE,0,0.18
0.120322535302218,0.05662436786417,0.65625,0.65625,3,6,0.0452249981114983,9.3859169475172,0.516640984662701,"000111",FALSE,FALSE,FALSE,0,0.18
0.813799377547596,-0.024543711062439,0.890625,0.890625,2,6,-0.00916854755920515,6.65911263199978,0.751042318117262,"100010",FALSE,FALSE,FALSE,0,0.18
0.623380999005993,-0.0372920112269175,0.65625,0.34375,3,6,0.00319701583437548,5.20544372527202,0.721619759118017,"101010",FALSE,FALSE,FALSE,0,0.18
0.917617949861303,-0.332350499825199,0.890625,0.65625,2,6,-0.0376152606551208,43.3679920011085,0.568237863413001,"001010",FALSE,FALSE,FALSE,0,0.18
0.0531272431185244,0.0728363733251638,0.34375,0.109375,4,6,0.0822952217015023,671.731116852184,96.0074916561815,"111010",FALSE,FALSE,FALSE,0,0.18
0.993750664041597,-0.0295708986669418,0.890625,0.890625,2,6,-0.027324986494301,9.14455166715243,3.89771567883666,"001010",FALSE,FALSE,FALSE,0,0.18
0.376142824626601,0.0110804445288205,0.890625,0.890625,2,6,-0.00869877878346315,7.68916573173342,3.23052081623342,"100010",FALSE,FALSE,FALSE,0,0.18
0.965574168022343,-0.0120964793806671,0.984375,0.890625,1,6,-0.0103639608109277,17.7869738084994,4.41482507712519,"010000",FALSE,FALSE,FALSE,0,0.18
0.554407251236776,-0.00212333495807611,0.65625,0.65625,3,6,0.00490117216803854,12.4337668181663,6.86801401480843,"000111",FALSE,FALSE,FALSE,0,0.18
0.0951787618147198,0.287250931291906,0.109375,0.109375,5,6,0.0483999521986624,9.74016335443715,0.0990653653637928,"101111",FALSE,FALSE,FALSE,0,0.18
0.0455408124594923,0.0166579186779606,0.109375,0.109375,5,6,0.0112815148350949,6.97160726214207,1.10153611941246,"111011",TRUE,FALSE,FALSE,0,0.18
0.886098154455055,-0.0361670355454855,0.890625,0.890625,2,6,-0.0205608043226129,25.2613741661749,3.61590379635559,"010010",FALSE,FALSE,FALSE,0,0.18
0.0270691597916123,0.145122330271038,0.109375,0.015625,5,6,0.0953601772772719,5.50640189022658,2.86763270193436,"111101",TRUE,FALSE,TRUE,0,0.18
0.998173657845316,-0.0176240458681128,0.984375,0.890625,1,6,-0.0146945551799045,59.7719280544864,15.4698930326808,"000010",FALSE,FALSE,FALSE,0,0.18
0.184331979303219,0.0147330643589026,0.34375,0.34375,4,6,0.0158781489667121,21.0428076626918,11.6498040314013,"101101",FALSE,FALSE,FALSE,0,0.18
